COD_PRO;NOM_PRO;YEAR_DET;MES_DOC;COD_PLA;COD_MES;COD_ZON;COB;VTA;cod_ven
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;N5;RN44;1;83.08;000409
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMS;S1;RS10;34;1654.05;000295
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;N3;RN38;11;188.03;000403
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;N3;RN40;11;229.72;000405
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;N3;RN41;6;124;000406
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;N5;RN44;11;469.74;000409
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;N5;RN49;31;605.96;000414
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S1;RS24;51;1212.53;000309
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S1;RS3;18;543.25;000288
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S1;RS8;25;470.31;000293
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S2;RS15;70;2649.15;000300
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S2;RS27;15;500.43;000285
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S2;RS6;21;623.69;000291
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S2;RS7;46;2200.49;000292
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LB1;L1;RC2;13;275.88;000362
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LB1;L1;RC7;3;64.78;000356
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LB1;N6;RC12;3;65.74;000257
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LB1;N6;RC13;1;22.27;000253
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LB1;N6;RC19;3;160.05;000252
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LIM;OF;O17;1;8.5;009999
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LME;E1;RE10;1;119.14;000334
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LME;E1;RE25;3;83.24;000338
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LME;E1;RE6;3;35.89;000330
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LME;E1;RE9;2;35.68;000333
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LME;E2;RE20;3;41.75;000347
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;A1;RN15;3;68.96;000380
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;A1;RN20;3;115.22;000385
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;A1;RN27;4;93.3;000388
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;A2;RN11;10;172.51;000376
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;A2;RN6;12;233.01;000371
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;A2;RN8;1;16.23;000373
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;N2;RN52;9;188.06;000010
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;N2;RN55;5;104.33;000389
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;N3;RN36;7;166.63;000401
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;N3;RN37;8;164.7;000402
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;N5;RN43;1;42.75;000408
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;N5;RN45;4;92.33;000410
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMN;N5;RN48;8;273.39;000413
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LMS;S1;RS14;26;1192.26;000299
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LME;E1;RE26;19;875.85;000339
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LME;E1;RE7;9;348.65;000331
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LME;E2;RE13;17;1771.51;000340
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LME;E2;RE14;8;370;000341
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LME;E2;RE23;29;1294;000349
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMN;A2;RN1;10;603.07;000366
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMN;A2;RN5;12;639.77;000370
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMN;A2;RN9;20;758.88;000374
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMN;N2;RN29;29;1925.54;000394
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMN;N2;RN30;37;1863.56;000395
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMN;N2;RN31;24;2091.29;000396
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMN;N2;RN32;22;1364.41;000397
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMN;N2;RN33;7;311.85;000398
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMN;N2;RN53;14;671.26;000036
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMN;N3;RN39;20;1191.8;000404
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMN;N5;RN49;31;1789.94;000414
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMN;N5;RN50;22;1669.08;000415
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMS;S1;RS1;40;2397.34;000286
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMS;S1;RS10;28;1604.77;000295
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMS;S1;RS21;52;2798.38;000306
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMS;S1;RS4;28;1225.88;000289
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMS;S1;RS8;7;313.57;000293
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMS;S2;RS16;28;1636.55;000301
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMS;S2;RS17;13;486.36;000302
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMS;S2;RS19;25;822.4;000304
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMS;S2;RS23;16;771.87;000308
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMS;S2;RS28;2;51.69;000284
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;10;LMS;S2;RS6;29;1948.37;000291
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LB1;L1;RC2;6;457.78;000362
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LB1;L1;RC3;4;432.71;000352
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LB1;N6;RC17;4;94.06;000250
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LBC;ES;L61;2;156.78;000274
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LBY;X1;L8C;1;75.25;000281
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LME;E1;RE2;9;551.86;000326
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LME;E1;RE5;5;169.31;000329
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LME;E1;RE6;7;219.48;000330
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LME;E2;RE16;21;877.92;000343
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LME;E2;RE21;7;526.75;000348
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMN;A1;RN12;10;301.01;000377
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMS;S1;RS12;11;285.65;000297
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMS;S1;RS21;26;907.54;000306
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMS;S1;RS3;2;79.3;000288
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMS;S2;RS23;6;224.04;000308
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMS;S2;RS25;4;111.09;000246
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMS;S2;RS27;6;161.94;000285
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LB1;L1;RC9;1;10.73;000267
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LB1;N6;RC18;3;77.53;000251
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LB1;N6;RC19;2;63.68;000252
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LME;E1;RE11;1;49.83;000335
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LME;E1;RE12;3;67.15;000336
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LME;E1;RE26;6;268.25;000339
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LME;E2;RE13;3;109.37;000340
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LME;E2;RE14;1;38.77;000341
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LME;E2;RE23;9;343;000349
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;A1;RN17;6;329.5;000382
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;A2;RN1;4;195.92;000366
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;A2;RN3;10;290.4;000368
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N2;RN29;8;437.9;000394
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N2;RN52;4;246.48;000010
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N2;RN53;1;49.83;000036
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N3;RN36;6;161.79;000401
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N3;RN37;15;442.02;000402
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N5;RN43;3;111.46;000408
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N5;RN45;7;397.68;000410
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N5;RN46;3;52.96;000411
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S1;RS2;2;118.73;000287
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S1;RS24;4;60.58;000309
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S1;RS8;5;127.73;000293
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S2;RS15;7;212.89;000300
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S2;RS16;3;100.02;000301
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S2;RS17;4;211.82;000302
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S2;RS19;9;316.02;000304
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S2;RS26;15;413.09;000044
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S2;RS7;14;572.12;000292
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LB1;L1;RC1;9;308.79;000351
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LB1;L1;RC11;4;145.16;000266
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMN;A1;RN13;6;413.88;000378
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMN;A1;RN21;6;294.73;000386
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMN;A1;RN22;14;903.03;000387
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMN;A2;RN3;7;382.53;000368
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMN;N2;RN34;21;1204.04;000399
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMN;N3;RN35;10;357.44;000400
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMN;N3;RN38;8;357.44;000403
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMN;N3;RN40;9;451.51;000405
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMN;N3;RN41;17;871.66;000406
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMS;S1;RS24;13;614.54;000309
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMS;S1;RS3;7;307.28;000288
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMS;S1;RS5;13;476.58;000290
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMS;S2;RS11;8;301.02;000296
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMS;S2;RS13;9;526.78;000298
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMS;S2;RS25;4;156.76;000246
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMS;S2;RS27;10;489.14;000285
20163901197;INDUSTRIAS DEL ESPINO S.A.;2021;11;LMS;S2;RS9;10;470.32;000294
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LB1;L1;RC11;3;96.38;000266
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LB1;L1;RC7;3;51.6;000356
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LB1;L1;RC9;1;13.12;000267
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LB1;N6;RC12;1;84.81;000257
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LB1;N6;RC13;3;44.65;000253
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LB1;N6;RC18;4;103.55;000251
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LB1;N6;RC19;4;170.41;000252
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LME;E1;RE10;7;329.15;000334
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LME;E1;RE8;1;93.75;000332
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LME;E2;RE15;2;240.04;000342
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LME;E2;RE17;10;479.59;000344
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LME;E2;RE18;2;41.19;000345
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LME;E2;RE19;3;113.01;000346
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;A1;RN15;7;172.87;000380
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;A1;RN16;5;138.25;000381
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;A1;RN20;39;1616.36;000385
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;A1;RN27;3;124.34;000388
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;A2;RN11;20;927.04;000376
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;A2;RN8;10;511;000373
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;N2;RN34;12;305.39;000399
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;N2;RN52;11;241.94;000010
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LB1;L1;RC5;3;104.73;000354
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LB1;L1;RC6;4;175.79;000363
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LB1;N6;RC14;4;84.09;000254
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LB1;N6;RC15;2;54.51;000255
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LB1;N6;RC16;1;64.47;000249
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LBA;ES;L62;13;4091.03;000273
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LIM;OF;O17;2;11.62;009999
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LME;E1;RE25;3;70.99;000338
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LME;E1;RE6;2;22.71;000330
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LME;E1;RE9;2;15.31;000333
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LME;E2;RE15;5;155.16;000342
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LME;E2;RE17;3;94.38;000344
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LME;E2;RE18;1;64.47;000345
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;A1;RN15;2;53.02;000380
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;A1;RN16;1;64.47;000381
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;A1;RN20;15;313.5;000385
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;A1;RN27;4;107.37;000388
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;A2;RN11;21;363.31;000376
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;A2;RN3;3;41.47;000368
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;A2;RN8;15;449.57;000373
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;N2;RN30;1;4.81;000395
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;N2;RN31;6;239.93;000396
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;N2;RN51;4;61.29;000009
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;N3;RN39;28;992.98;000404
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMN;N5;RN47;1;32.24;000412
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S1;RS1;27;764.51;000286
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S1;RS18;31;1396.43;000303
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S1;RS20;51;1298.63;000305
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S1;RS22;21;577.31;000307
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S1;RS5;26;543.14;000290
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S2;RS11;36;1140.87;000296
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S2;RS13;16;415.49;000298
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S2;RS28;18;540;000284
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;10;LMS;S2;RS9;45;1205.96;000294
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LB1;L1;RC3;1;2.19;000352
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LB1;L1;RC8;8;206.22;000361
20255172884;PRODUCTOS SANCELA DEL PERU S A;2021;11;LB1;N6;RC17;5;246.11;000250
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;N3;RN36;7;302.84;000401
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;N3;RN37;11;402.71;000402
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;N5;RN43;4;142.14;000408
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;N5;RN45;14;749.52;000410
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;N5;RN46;6;115.68;000411
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMN;N5;RN48;3;47.5;000413
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMS;S1;RS14;5;160.84;000299
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMS;S1;RS18;6;180.57;000303
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMS;S1;RS2;2;35.65;000287
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMS;S1;RS22;17;595.75;000307
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;10;LMS;S1;RS5;8;310.32;000290
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LB1;N6;RC15;2;96.93;000255
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LME;E1;RE22;11;203.88;000337
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LME;E1;RE3;3;97.77;000327
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LME;E1;RE4;2;35.65;000328
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LME;E1;RE7;1;41.54;000331
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LME;E2;RE20;5;160.65;000347
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LME;E2;RE24;6;185.88;000350
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;A1;RN14;10;279.66;000379
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;A1;RN18;14;672.72;000383
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;A1;RN19;42;1225.8;000384
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;A2;RN4;6;184.03;000369
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;A2;RN5;8;158.19;000370
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;A2;RN6;6;353.09;000371
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;A2;RN7;11;507.48;000372
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;A2;RN9;6;206.97;000374
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N2;RN28;11;480.08;000393
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N2;RN54;1;56.42;000056
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N3;RN39;5;156.12;000404
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N3;RN42;5;211.84;000407
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N5;RN47;5;272.06;000412
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMN;N5;RN50;1;20.77;000415
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S1;RS1;16;451.7;000286
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S1;RS10;22;761.47;000295
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S1;RS12;9;310.46;000297
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S1;RS21;16;448.74;000306
20194627492;INDUSTRIA DE GRASAS Y ACEITES SA;2021;11;LMS;S1;RS4;6;177.25;000289
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LB1;L1;RC10;2;69.56;000269
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LB1;L1;RC6;1;7.73;000363
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LB1;N6;RC14;1;51.21;000254
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LME;E1;RE6;1;14.01;000330
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LME;E2;RE20;1;46.37;000347
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;A1;RN14;2;28.06;000379
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;A1;RN18;6;125.24;000383
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;A1;RN19;8;181.2;000384
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;A2;RN10;5;173.89;000375
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;A2;RN8;7;255.96;000373
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;N2;RN28;4;223.29;000393
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;N2;RN54;4;191.28;000056
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;N2;RN55;5;167.15;000389
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;N3;RN35;4;93.41;000400
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;N3;RN38;13;517.41;000403
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;N3;RN40;4;150.7;000405
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;N3;RN41;5;134.85;000406
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;N5;RN44;1;9.36;000409
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMN;N5;RN50;1;46.37;000415
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMS;S1;RS14;4;231.86;000299
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMS;S1;RS22;2;18.61;000307
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMS;S1;RS3;1;46.37;000288
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMS;S1;RS5;2;28.06;000290
20136165667;PESQUERA HAYDUK S.A.                              ;2021;10;LMS;S2;RS27;4;144.46;000285
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LB1;L1;RC2;17;659.56;000362
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LB1;L1;RC7;12;376.79;000356
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LB1;N6;RC12;8;311.15;000257
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LB1;N6;RC13;15;799.93;000253
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LB1;N6;RC18;1;9.34;000251
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LB1;N6;RC19;8;328.99;000252
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LBY;X3;L8J;2;139.12;000312
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LME;E1;RE3;2;69.56;000327
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LME;E1;RE4;1;23.19;000328
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LME;E1;RE7;1;23.19;000331
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LME;E2;RE13;3;79.23;000340
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LME;E2;RE14;8;157.33;000341
20136165667;PESQUERA HAYDUK S.A.                              ;2021;11;LME;E2;RE23;6;320.29;000349
